SampleName	SampleID	occurence
14108	GB01002003S	10020
17560	GB01000402S	1923
2719	GB01023845S	57152
3324	GB01015351S	51041
8732	GB01010111S	21951
5821	GB01010672S	34487
5933	GB01012589S	33861
4100	GB01011336S	44879
17694	GB01021826S	1657
10665	GB01009764S	16334
10578	GB01007380S	16558
4849	GB01017484S	40187
5160	GB01016426S	38386
2308	GB01010498S	62876
1218	GB01000299S	101223
14348	GB01010927S	9657
18309	GB01023061S	747
12397	GB01019551S	12299
1946	GB01003431S	71748
11641	GB01022013S	13692
7311	GB01016707S	27275
15899	GB01002205S	6726
15215	GB01012204S	8208
15088	GB01018881S	8473
5696	GB01012703S	35201
3685	GB01012802S	47973
16053	GB01000774S	6393
3442	GB01018099S	49988
3871	GB01017579S	46447
7571	GB01010558S	26225
10685	GB01004104S	16288
13426	GB01010212S	10928
16894	GB01001508S	3742
17676	GB01021764S	1682
8347	GB01009955S	23315
4887	GB01024075S	39977
2693	GB01024020S	57393
6429	GB01004366S	31436
4329	GB01017622S	43258
791	GB01000302S	132412
7382	GB01023502S	26983
12968	GB01011277S	11523
11420	GB01018511S	14178
3885	GB01017968S	46342
3208	GB01017979S	52014
10612	GB01009403S	16468
5485	GB01010374S	36494
1000	GB01000782S	114563
12538	GB01003150S	12086
7572	GB01023211S	26225
12447	GB01014020S	12205
10996	GB01015582S	15286
2934	GB01000083S	54723
15033	GB01024277S	8592
417	GB01001159S	174378
7811	GB01023170S	25336
4419	GB01007541S	42681
2808	GB01015442S	56113
14976	GB01019003S	8675
17353	GB01021610S	2388
16021	GB01017402S	6465
17434	GB01017054S	2216
9809	GB01017001S	18752
7356	GB01010596S	27097
15422	GB01012407S	7816
1905	GB01011742S	72797
3864	GB01012908S	46506
8696	GB01015968S	22078
5029	GB01017691S	39246
14568	GB01015633S	9324
10275	GB01009270S	17350
8685	GB01004123S	22104
18577	GB01021195S	427
16515	GB01019943S	5004
1263	GB01008256S	98742
11462	GB01019451S	14087
5112	GB01022224S	38709
18167	GB01020998S	984
11264	GB01010985S	14601
12044	GB01009606S	12866
4994	GB01021376S	39398
15639	GB01001941S	7311
8684	GB01020390S	22121
4463	GB01001734S	42377
1044	GB01000237S	111712
2666	GB01017902S	57719
10439	GB01009168S	16884
16479	GB01010798S	5120
17779	GB01017123S	1514
6624	GB01010745S	30465
4041	GB01015479S	45295
6743	GB01023187S	29844
13058	GB01018525S	11410
13918	GB01018592S	10273
86	GB01003519S	278924
2724	GB01000958S	57125
10061	GB01015768S	17988
7783	GB01016104S	25412
15705	GB01024412S	7158
1180	GB01008132S	103121
13851	GB01009409S	10364
2014	GB01008145S	70190
4303	GB01023999S	43380
6426	GB01007863S	31447
9170	GB01001923S	20492
11697	GB01011379S	13582
3374	GB01012937S	50588
14443	GB01013172S	9508
8108	GB01009723S	24136
2962	GB01013105S	54467
4045	GB01016467S	45261
10201	GB01001433S	17562
13729	GB01004342S	10527
4678	GB01012856S	41069
17034	GB01010806S	3293
5690	GB01017420S	35250
11326	GB01020010S	14442
2830	GB01012796S	55961
3759	GB01010421S	47360
11799	GB01004495S	13373
12714	GB01021997S	11837
14131	GB01000850S	9981
2540	GB01023364S	59129
8879	GB01003876S	21483
8080	GB01023461S	24249
13574	GB01000152S	10739
5104	GB01017507S	38748
12690	GB01019873S	11856
16258	GB01013853S	5763
803	GB01000608S	131409
13901	GB01019359S	10293
8697	GB01009485S	22075
10941	GB01009634S	15504
13754	GB01009299S	10501
10086	GB01008998S	17917
16321	GB01002406S	5598
15309	GB01011397S	8028
7978	GB01012679S	24686
16688	GB01002032S	4366
17059	GB01001011S	3215
6138	GB01017725S	32814
14432	GB01000377S	9523
6456	GB01012651S	31312
8792	GB01022174S	21758
7962	GB01016817S	24756
6059	GB01001690S	33185
4422	GB01011460S	42665
12654	GB01010257S	11914
18672	GB01021855S	209
12732	GB01019071S	11807
8221	GB01008805S	23757
9490	GB01012530S	19598
12314	GB01003199S	12413
15540	GB01004380S	7562
16043	GB01002041S	6419
17436	GB01017312S	2209
2694	GB01023949S	57393
16914	GB01017047S	3673
6341	GB01007736S	31734
1299	GB01003496S	97006
10466	GB01022893S	16832
2276	GB01022774S	63624
9364	GB01008813S	19932
9116	GB01016581S	20666
4263	GB01017877S	43659
16223	GB01010937S	5858
5406	GB01021423S	36914
14790	GB01020057S	9011
10313	GB01009794S	17241
17931	GB01020967S	1286
3089	GB01020519S	53226
1997	GB01001177S	70618
14826	GB01018501S	8950
14008	GB01018234S	10159
2476	GB01011645S	60094
12912	GB01019905S	11596
12891	GB01013244S	11620
11489	GB01001046S	14027
11522	GB01024347S	13948
1613	GB01008640S	82631
12927	GB01008738S	11577
5247	GB01010360S	37856
12350	GB01018226S	12359
13632	GB01022151S	10650
3979	GB01008466S	45778
1223	GB01008032S	100833
15179	GB01015677S	8295
15020	GB01013251S	8611
656	GB01000274S	146189
5507	GB01016635S	36377
9651	GB01020329S	19159
6196	GB01000848S	32546
6719	GB01001750S	29971
1785	GB01008236S	76464
16018	GB01002331S	6485
3360	GB01012142S	50697
3393	GB01018128S	50400
7121	GB01012996S	28055
14460	GB01016984S	9475
12267	GB01018412S	12487
5279	GB01016289S	37699
3169	GB01001485S	52461
13723	GB01018912S	10537
18465	GB01021192S	573
10894	GB01007660S	15624
10186	GB01002844S	17603
2005	GB01015390S	70463
1711	GB01024092S	78755
2266	GB01024043S	63886
972	GB01000390S	116541
4176	GB01023570S	44299
7101	GB01011885S	28134
10288	GB01011380S	17317
8224	GB01009156S	23746
1904	GB01011687S	72807
17286	GB01007495S	2551
2838	GB01015521S	55886
3099	GB01017638S	53080
6321	GB01017467S	31839
6281	GB01016407S	32072
18173	GB01021920S	974
13896	GB01019119S	10301
9068	GB01004497S	20844
9440	GB01009182S	19727
480	GB01003712S	166272
3420	GB01000521S	50198
12637	GB01019824S	11945
3367	GB01010437S	50655
9430	GB01003726S	19750
12562	GB01019421S	12052
17654	GB01021557S	1719
634	GB01015517S	148209
14772	GB01012179S	9044
2319	GB01007981S	62576
2115	GB01015248S	68023
9264	GB01016080S	20231
16553	GB01011103S	4880
842	GB01000688S	127591
12522	GB01019652S	12105
9229	GB01023346S	20349
869	GB01000045S	124532
2756	GB01023339S	56644
15917	GB01002337S	6695
2209	GB01015488S	65328
9336	GB01023974S	20002
3755	GB01016209S	47415
7240	GB01002971S	27540
11410	GB01009369S	14207
8807	GB01023556S	21704
12431	GB01020167S	12245
12277	GB01009309S	12469
9236	GB01011814S	20330
10826	GB01013361S	15808
637	GB01000968S	147996
9159	GB01013334S	20534
14121	GB01019529S	9999
16039	GB01003260S	6428
15010	GB01000150S	8629
5967	GB01023770S	33687
12231	GB01004385S	12547
10110	GB01015822S	17842
6080	GB01021512S	33121
11100	GB01000996S	15020
1342	GB01000105S	94685
16568	GB01001530S	4843
849	GB01001061S	126635
831	GB01001553S	128555
5661	GB01015416S	35348
2128	GB01024134S	67547
8858	GB01021315S	21537
4429	GB01018052S	42610
2525	GB01016538S	59310
15325	GB01016154S	7985
6698	GB01010513S	30063
8937	GB01008897S	21274
18376	GB01021808S	657
613	GB01003810S	150711
14776	GB01000440S	9031
14851	GB01018354S	8902
16811	GB01016989S	4011
5900	GB01022932S	34042
11294	GB01009994S	14529
5223	GB01024069S	38010
10017	GB01008771S	18105
5237	GB01008532S	37920
8717	GB01010866S	22019
1898	GB01003661S	72950
16916	GB01011854S	3664
15208	GB01013191S	8221
7224	GB01013126S	27636
13105	GB01009361S	11333
11831	GB01011012S	13315
13949	GB01019545S	10240
14140	GB01004225S	9964
13123	GB01019251S	11310
3233	GB01000615S	51805
18546	GB01020775S	457
10126	GB01015782S	17785
725	GB01003476S	139351
15941	GB01010923S	6627
15438	GB01013928S	7791
12158	GB01019496S	12662
7122	GB01008411S	28053
17871	GB01021678S	1364
5113	GB01023925S	38707
2141	GB01007968S	67199
11561	GB01013323S	13851
828	GB01001210S	128667
18278	GB01000759S	796
10103	GB01009109S	17863
15861	GB01017248S	6790
14711	GB01019713S	9146
4584	GB01015422S	41616
17534	GB01020763S	1989
2172	GB01008209S	66125
5946	GB01017747S	33791
9881	GB01010018S	18527
9501	GB01010535S	19567
7408	GB01010840S	26858
13153	GB01009987S	11273
15996	GB01013792S	6523
8436	GB01009214S	22973
209	GB01002819S	218981
5609	GB01016376S	35729
13273	GB01008341S	11119
7864	GB01008394S	25181
3853	GB01016438S	46607
8002	GB01015875S	24599
2056	GB01008597S	69305
15697	GB01019834S	7175
13146	GB01007404S	11280
15388	GB01012182S	7866
15316	GB01002125S	8009
16744	GB01017138S	4218
9890	GB01020312S	18514
10382	GB01013704S	17028
10859	GB01016049S	15727
2401	GB01017980S	61276
5252	GB01018039S	37831
16250	GB01000631S	5789
1930	GB01018192S	72135
11977	GB01019642S	13014
7034	GB01001480S	28424
17412	GB01021743S	2253
14742	GB01018276S	9100
15206	GB01019947S	8237
15164	GB01012468S	8326
17172	GB01002133S	2866
17062	GB01017353S	3210
17132	GB01017156S	2996
6938	GB01010644S	28856
2251	GB01010611S	64065
7815	GB01011898S	25325
10096	GB01003141S	17881
7650	GB01009281S	25899
1046	GB01008013S	111477
9372	GB01009961S	19900
4945	GB01001521S	39663
18124	GB01021161S	1045
16184	GB01017268S	6002
12778	GB01018347S	11764
346	GB01003253S	186131
6370	GB01022874S	31654
7627	GB01001862S	26002
2339	GB01001190S	62348
13040	GB01013329S	11429
17702	GB01023013S	1641
5698	GB01012726S	35189
16438	GB01024433S	5242
17909	GB01021725S	1319
12964	GB01020265S	11531
15852	GB01002064S	6814
5885	GB01017567S	34136
7028	GB01009343S	28452
4278	GB01008184S	43574
7883	GB01008362S	25112
6379	GB01008166S	31620
17996	GB01021778S	1204
7890	GB01012593S	25077
7745	GB01002941S	25538
4684	GB01012303S	41029
5809	GB01023086S	34598
13009	GB01010268S	11469
12194	GB01018488S	12602
8881	GB01016023S	21476
14186	GB01019714S	9876
12546	GB01010913S	12076
8762	GB01000999S	21861
11727	GB01012436S	13520
540	GB01000710S	158113
10190	GB01008909S	17583
16718	GB01003410S	4281
6207	GB01022065S	32478
2036	GB01011700S	69654
11240	GB01012748S	14663
6701	GB01016800S	30045
6869	GB01016503S	29168
3793	GB01011358S	47102
2253	GB01012914S	64050
6780	GB01001050S	29625
16338	GB01002356S	5544
15605	GB01002388S	7416
16572	GB01001250S	4814
9142	GB01015790S	20595
5324	GB01017855S	37445
17743	GB01021878S	1565
4898	GB01018132S	39888
12398	GB01009070S	12299
14931	GB01002446S	8748
2272	GB01016480S	63750
15745	GB01017266S	7056
1355	GB01000316S	94101
836	GB01001036S	127764
13405	GB01019801S	10952
14076	GB01018360S	10062
7098	GB01021320S	28141
14937	GB01010200S	8742
2137	GB01022768S	67326
9844	GB01011033S	18632
47	GB01024299S	345988
14164	GB01018875S	9923
14933	GB01007560S	8747
9520	GB01020305S	19516
5663	GB01011791S	35333
2630	GB01003790S	58132
17162	GB01007460S	2909
14223	GB01018515S	9815
6605	GB01017753S	30537
7548	GB01012116S	26311
11695	GB01008741S	13583
734	GB01002741S	138433
13032	GB01001957S	11438
4035	GB01000368S	45323
18226	GB01020845S	883
12053	GB01010274S	12853
11446	GB01016171S	14121
807	GB01003314S	130599
428	GB01000335S	173154
13672	GB01013725S	10605
14699	GB01019374S	9154
11581	GB01003262S	13811
7330	GB01023221S	27194
8805	GB01007677S	21706
7821	GB01015330S	25310
3944	GB01011620S	45954
15082	GB01018606S	8480
4792	GB01008581S	40422
17990	GB01020629S	1208
11195	GB01009016S	14794
635	GB01000481S	148167
15873	GB01024364S	6767
15801	GB01024331S	6929
4323	GB01023866S	43288
7335	GB01015866S	27188
3461	GB01007971S	49791
18113	GB01021803S	1062
9618	GB01009739S	19261
12676	GB01009692S	11871
16507	GB01017100S	5028
4187	GB01010724S	44134
3226	GB01017407S	51877
6017	GB01016786S	33395
11844	GB01009463S	13293
11498	GB01009977S	14004
18301	GB01021124S	757
17762	GB01021815S	1546
14896	GB01015714S	8828
8895	GB01003058S	21447
2102	GB01015231S	68193
2419	GB01020556S	61053
10697	GB01024459S	16264
5684	GB01017524S	35273
10021	GB01011142S	18095
7630	GB01023595S	25979
10517	GB01020438S	16692
18272	GB01019604S	808
13790	GB01018478S	10460
2125	GB01008623S	67666
7502	GB01009244S	26527
502	GB01000923S	163339
8861	GB01010103S	21526
15169	GB01019938S	8313
12952	GB01019560S	11547
16506	GB01007373S	5031
15308	GB01019535S	8030
3080	GB01011551S	53296
17657	GB01020685S	1718
17405	GB01002054S	2277
1277	GB01007875S	97989
9423	GB01013339S	19775
13098	GB01013950S	11342
9700	GB01003068S	19041
12409	GB01024219S	12278
5849	GB01007760S	34285
3640	GB01000119S	48381
3027	GB01017823S	53884
17792	GB01023026S	1485
11129	GB01020335S	14973
11397	GB01013277S	14245
12227	GB01019838S	12551
14053	GB01019695S	10096
14065	GB01024164S	10076
3613	GB01023307S	48568
16695	GB01000002S	4354
5105	GB01007595S	38736
2976	GB01015494S	54384
5142	GB01012955S	38438
3616	GB01011764S	48545
1566	GB01013055S	84248
7077	GB01011059S	28241
2989	GB01013088S	54248
2391	GB01001288S	61394
1593	GB01001499S	83124
553	GB01003921S	157227
10707	GB01015932S	16239
8612	GB01014042S	22353
13738	GB01018483S	10516
11124	GB01004100S	14984
14248	GB01018980S	9774
1686	GB01001462S	79369
9927	GB01010021S	18403
9676	GB01009630S	19088
7054	GB01012349S	28309
587	GB01003605S	152580
17121	GB01001033S	3030
9694	GB01015833S	19058
10927	GB01020144S	15549
5580	GB01017958S	35901
18626	GB01020985S	341
14161	GB01018420S	9925
9166	GB01012444S	20504
3136	GB01000208S	52721
4270	GB01023937S	43629
578	GB01000905S	154034
12682	GB01016617S	11865
2338	GB01023953S	62362
11777	GB01000126S	13410
8383	GB01023270S	23173
6858	GB01011218S	29205
3794	GB01023755S	47102
11123	GB01013282S	14984
8240	GB01008845S	23714
5646	GB01021400S	35454
16111	GB01002236S	6239
18453	GB01020588S	587
7591	GB01022797S	26129
2640	GB01020538S	58012
12621	GB01020162S	11967
351	GB01002767S	184779
3417	GB01017818S	50231
16000	GB01002228S	6521
4120	GB01018032S	44695
17300	GB01017180S	2524
7541	GB01008760S	26336
8543	GB01012130S	22586
8797	GB01015909S	21734
17151	GB01021555S	2940
10891	GB01009539S	15635
6512	GB01013008S	30995
4345	GB01016215S	43162
9103	GB01023806S	20727
17668	GB01021566S	1703
1501	GB01011699S	87168
12900	GB01019756S	11608
2660	GB01017634S	57778
16796	GB01024273S	4082
2420	GB01012816S	61051
16293	GB01001985S	5673
16135	GB01013839S	6176
14040	GB01019400S	10117
13306	GB01018579S	11079
9033	GB01009895S	20954
882	GB01000502S	123794
12799	GB01022033S	11742
1391	GB01000801S	92723
13978	GB01019107S	10211
8575	GB01011450S	22478
16624	GB01017257S	4608
11817	GB01019242S	13345
7372	GB01015989S	27014
13380	GB01019034S	10984
1193	GB01008213S	102440
13089	GB01019547S	11360
582	GB01008242S	153547
12406	GB01012415S	12285
4051	GB01017580S	45216
1282	GB01003341S	97658
10083	GB01010887S	17919
2642	GB01020483S	57983
11284	GB01016631S	14553
13817	GB01018937S	10423
17741	GB01023011S	1568
12421	GB01020240S	12262
9889	GB01007732S	18515
13654	GB01019992S	10625
4033	GB01024059S	45333
13666	GB01019597S	10613
12312	GB01001610S	12418
13074	GB01003148S	11379
298	GB01003859S	195823
4039	GB01018149S	45298
1994	GB01016357S	70651
10257	GB01004478S	17407
12646	GB01018643S	11924
8481	GB01015884S	22761
17994	GB01021078S	1205
4272	GB01022153S	43614
16179	GB01002885S	6014
14258	GB01020071S	9765
8893	GB01008377S	21453
8523	GB01008893S	22636
8534	GB01019234S	22599
14667	GB01019129S	9193
3545	GB01012879S	49053
16887	GB01016907S	3757
13170	GB01009441S	11261
1422	GB01000769S	91396
5518	GB01023439S	36315
11742	GB01011417S	13491
3115	GB01011353S	52921
8229	GB01002945S	23740
7511	GB01002910S	26440
5971	GB01024142S	33662
11245	GB01004516S	14656
6898	GB01022810S	29041
12356	GB01016585S	12354
9191	GB01014039S	20438
5444	GB01012297S	36722
9952	GB01012665S	18313
111	GB01003866S	258499
9054	GB01012630S	20869
7468	GB01011152S	26659
9022	GB01009613S	20980
17084	GB01022951S	3135
486	GB01003748S	165338
12584	GB01018217S	12024
1861	GB01007952S	74071
14379	GB01013954S	9623
5962	GB01023237S	33700
4058	GB01008486S	45160
5798	GB01020288S	34653
17620	GB01017051S	1779
2026	GB01008083S	69937
17873	GB01021664S	1356
7389	GB01001843S	26958
17841	GB01021631S	1410
16899	GB01017289S	3716
17953	GB01021686S	1256
15937	GB01002290S	6636
5743	GB01012253S	34917
13491	GB01017098S	10849
12292	GB01001284S	12445
11208	GB01010905S	14758
13539	GB01018376S	10774
2825	GB01007843S	55994
13068	GB01018506S	11399
8244	GB01003535S	23700
14371	GB01015733S	9633
14855	GB01015744S	8898
9333	GB01010565S	20013
2327	GB01016271S	62456
14023	GB01003381S	10139
347	GB01003884S	186019
2684	GB01007838S	57490
11466	GB01000825S	14082
17309	GB01017012S	2488
16871	GB01017335S	3810
2465	GB01023847S	60361
18470	GB01021750S	568
4376	GB01015353S	42947
12434	GB01012393S	12234
16860	GB01016952S	3838
2990	GB01000464S	54237
4056	GB01018214S	45178
18288	GB01020676S	780
8299	GB01003039S	23484
5266	GB01016424S	37779
12999	GB01007408S	11479
9374	GB01008447S	19896
14367	GB01018777S	9636
2085	GB01000185S	68720
8518	GB01013980S	22643
5345	GB01021384S	37306
5797	GB01012241S	34655
15376	GB01007438S	7896
18072	GB01023067S	1123
7193	GB01011069S	27768
2227	GB01000634S	64732
16320	GB01011092S	5602
5269	GB01016705S	37765
9480	GB01016000S	19634
9341	GB01021404S	19981
10045	GB01008925S	18014
17697	GB01007292S	1648
12414	GB01018620S	12270
15094	GB01012189S	8464
1712	GB01003437S	78728
15761	GB01019065S	7012
10326	GB01016097S	17203
10721	GB01015824S	16155
7632	GB01012128S	25975
11769	GB01012202S	13436
9691	GB01009311S	19061
9344	GB01009953S	19973
13960	GB01018390S	10227
7848	GB01004364S	25241
3459	GB01017620S	49808
18202	GB01004331S	923
5713	GB01023504S	35075
11927	GB01010210S	13139
16494	GB01024234S	5073
6987	GB01011846S	28625
7253	GB01022182S	27511
2021	GB01024077S	70020
12059	GB01003152S	12835
2009	GB01023970S	70346
7219	GB01007755S	27662
10060	GB01011275S	17990
13922	GB01022848S	10271
18510	GB01020654S	518
1631	GB01000081S	82031
4986	GB01001829S	39434
1250	GB01000784S	99474
1010	GB01001157S	113790
5195	GB01023172S	38140
2563	GB01015444S	58828
12566	GB01024300S	12049
10828	GB01009337S	15803
7865	GB01016106S	25168
13844	GB01016169S	10377
13777	GB01024410S	10478
10553	GB01010978S	16618
11653	GB01012409S	13668
8930	GB01004118S	21305
2863	GB01023871S	55515
5114	GB01017697S	38691
11360	GB01007434S	14354
7834	GB01011851S	25273
3436	GB01010630S	50095
10221	GB01024393S	17496
6113	GB01023609S	32936
9671	GB01010590S	19111
615	GB01003699S	150649
17399	GB01003374S	2284
4884	GB01022222S	39998
16201	GB01002135S	5947
12149	GB01015631S	12680
13480	GB01019226S	10870
4760	GB01016687S	40592
16394	GB01013913S	5382
5492	GB01010376S	36466
10332	GB01020343S	17191
10429	GB01020392S	16918
17444	GB01017178S	2197
12390	GB01000231S	12309
3692	GB01017900S	47883
12582	GB01019272S	12028
5632	GB01017729S	35569
7076	GB01010747S	28246
272	GB01003459S	201826
17543	GB01017272S	1956
16006	GB01003664S	6506
13535	GB01017359S	10777
13890	GB01018527S	10304
17507	GB01020971S	2051
8289	GB01017771S	23520
9559	GB01013219S	19423
17296	GB01021836S	2538
7662	GB01003028S	25847
10752	GB01007538S	16021
6505	GB01023181S	31045
15926	GB01004378S	6670
16748	GB01001974S	4192
4202	GB01007865S	44021
3901	GB01001921S	46220
998	GB01012377S	114681
12184	GB01020109S	12612
3165	GB01017869S	52493
2798	GB01012931S	56235
2679	GB01016869S	57537
1929	GB01001371S	72164
18431	GB01022962S	609
17812	GB01021643S	1457
3799	GB01016465S	47082
14417	GB01008968S	9555
1817	GB01016306S	75309
16907	GB01001084S	3685
16234	GB01012542S	5821
8549	GB01013170S	22560
8713	GB01009725S	22030
15789	GB01019018S	6956
2126	GB01012854S	67597
6243	GB01022594S	32304
963	GB01001258S	116955
3270	GB01017505S	51457
11558	GB01008708S	13854
14697	GB01013855S	9155
4955	GB01010423S	39623
8737	GB01012496S	21924
14346	GB01019672S	9659
13233	GB01018254S	11184
5643	GB01023494S	35479
3091	GB01020571S	53213
17571	GB01021657S	1891
14204	GB01000354S	9845
16739	GB01017069S	4223
17339	GB01017316S	2415
12515	GB01007382S	12116
10939	GB01012682S	15507
12792	GB01020138S	11746
2396	GB01012653S	61315
4800	GB01008668S	40394
6544	GB01012251S	30813
13478	GB01016980S	10872
8908	GB01001692S	21409
3841	GB01001629S	46755
18622	GB01021857S	351
16143	GB01010283S	6147
9172	GB01012532S	20483
3286	GB01017810S	51350
10746	GB01009967S	16047
14807	GB01017161S	8973
10046	GB01015978S	18013
4715	GB01017422S	40823
13355	GB01020136S	11007
10412	GB01016098S	16947
9724	GB01008803S	18958
8783	GB01009162S	21770
11152	GB01009115S	14896
2827	GB01016552S	55969
2785	GB01017419S	56331
11568	GB01016583S	13834
9373	GB01007393S	19899
1920	GB01012840S	72568
5134	GB01021425S	38551
14050	GB01019309S	10099
14342	GB01019115S	9662
18115	GB01020912S	1061
15335	GB01020238S	7970
17903	GB01020965S	1327
3197	GB01020517S	52173
2099	GB01017558S	68241
15603	GB01002176S	7421
2369	GB01017875S	61829
14647	GB01012187S	9219
16771	GB01011469S	4144
13509	GB01019174S	10821
5554	GB01008693S	36060
4580	GB01008642S	41624
10560	GB01023689S	16605
1687	GB01011643S	79360
809	GB01003619S	130549
13079	GB01015617S	11374
10312	GB01009787S	17245
16682	GB01024345S	4383
18529	GB01022968S	479
3655	GB01008468S	48268
1359	GB01008030S	93789
2016	GB01000276S	70152
18106	GB01019027S	1068
6049	GB01023239S	33223
17029	GB01021001S	3309
10709	GB01002987S	16224
4444	GB01003490S	42522
4928	GB01012144S	39732
115	GB01003299S	254681
17913	GB01020898S	1316
7103	GB01002959S	28128
17595	GB01016986S	1826
2109	GB01013094S	68112
18116	GB01020743S	1061
12589	GB01009788S	12018
1870	GB01008230S	73829
18549	GB01022854S	456
10237	GB01015338S	17452
6998	GB01016471S	28570
15729	GB01014054S	7096
10271	GB01002984S	17355
10699	GB01020444S	16261
2275	GB01012830S	63630
15083	GB01024480S	8476
10558	GB01009804S	16607
13423	GB01018431S	10930
1502	GB01001487S	87127
14295	GB01018914S	9715
6747	GB01011887S	29791
16815	GB01000994S	4002
4494	GB01011685S	42212
10594	GB01002846S	16494
2528	GB01016329S	59258
10858	GB01009741S	15731
11153	GB01011825S	14895
6636	GB01016401S	30370
9360	GB01010117S	19940
18476	GB01022853S	562
18008	GB01021088S	1190
14999	GB01010317S	8640
7006	GB01017705S	28545
6246	GB01024139S	32288
8868	GB01009184S	21509
961	GB01003710S	117075
17867	GB01020906S	1366
15574	GB01018876S	7495
6045	GB01022081S	33240
5350	GB01016840S	37265
8129	GB01016760S	24068
7024	GB01001752S	28470
18592	GB01021922S	399
6023	GB01017737S	33376
5700	GB01015246S	35183
5336	GB01016082S	37363
11992	GB01009263S	12985
1675	GB01016537S	79793
17017	GB01000523S	3338
15027	GB01019689S	8600
5942	GB01023344S	33799
12685	GB01002823S	11864
8709	GB01023449S	22040
11701	GB01003219S	13568
15896	GB01017219S	6735
5294	GB01011434S	37630
16764	GB01001983S	4162
16665	GB01002335S	4439
14827	GB01009570S	8950
16725	GB01002046S	4265
8210	GB01002973S	23801
8239	GB01011065S	23725
17825	GB01023033S	1429
16227	GB01002379S	5835
15420	GB01022844S	7819
9624	GB01016095S	19248
18750	GB01002042S	3
16575	GB01020278S	4798
11260	GB01009737S	14617
2564	GB01017659S	58791
13594	GB01019971S	10705
4839	GB01010388S	40230
17589	GB01021732S	1848
3618	GB01011516S	48536
8753	GB01015820S	21878
2058	GB01013091S	69269
13899	GB01016586S	10293
10158	GB01011812S	17682
12510	GB01024250S	12125
2568	GB01000103S	58729
8030	GB01001547S	24456
5270	GB01000400S	37762
9210	GB01023776S	20397
18603	GB01021919S	379
815	GB01001056S	129678
10909	GB01007441S	15592
3680	GB01017745S	48016
2398	GB01012889S	61307
2248	GB01015515S	64186
14309	GB01020038S	9704
15036	GB01014018S	8586
8302	GB01010548S	23479
1029	GB01001029S	113021
8547	GB01003045S	22569
10836	GB01008917S	15772
11935	GB01004312S	13117
8403	GB01022930S	23095
9876	GB01009401S	18533
10528	GB01013715S	16674
5233	GB01008565S	37955
5792	GB01008530S	34682
10735	GB01010868S	16093
150	GB01003843S	238946
12739	GB01019806S	11803
31	GB01003812S	383943
12899	GB01002864S	11609
4664	GB01016651S	41155
4841	GB01016374S	40220
10816	GB01010933S	15848
13495	GB01019253S	10845
15304	GB01018666S	8034
14737	GB01018839S	9108
10563	GB01011384S	16595
2492	GB01000820S	59873
2695	GB01010482S	57391
2932	GB01017710S	54746
8158	GB01010948S	23958
8663	GB01004731S	22228
415	GB01003429S	174951
288	GB01003474S	198023
2959	GB01015414S	54495
7786	GB01024136S	25405
4944	GB01017734S	39670
286	GB01000706S	198087
9476	GB01013719S	19637
11340	GB01013322S	14391
18578	GB01020738S	424
3689	GB01001212S	47907
17009	GB01017271S	3364
9253	GB01003073S	20271
6627	GB01010533S	30428
55	GB01003359S	326894
1457	GB01011745S	89902
7772	GB01003017S	25436
13614	GB01024295S	10676
16077	GB01017393S	6328
9385	GB01022209S	19865
13595	GB01013696S	10703
12664	GB01019501S	11901
6381	GB01024090S	31619
17859	GB01017370S	1372
10538	GB01000396S	16659
4223	GB01023572S	43902
7231	GB01010846S	27618
15813	GB01002200S	6915
11997	GB01012421S	12977
16924	GB01017304S	3625
11017	GB01013337S	15226
8833	GB01000517S	21619
14045	GB01020052S	10109
8584	GB01008343S	22445
2163	GB01008055S	66341
16306	GB01002275S	5636
8919	GB01013973S	21360
7452	GB01016639S	26707
4576	GB01023423S	41646
13938	GB01000737S	10254
10779	GB01010172S	15951
17378	GB01021641S	2322
11552	GB01010237S	13881
14402	GB01009394S	9581
9320	GB01009111S	20047
15666	GB01002121S	7259
7744	GB01015349S	25546
7344	GB01024001S	27156
16124	GB01017351S	6211
3784	GB01000633S	47144
4660	GB01018194S	41167
1273	GB01000478S	98139
15280	GB01014012S	8082
4024	GB01012952S	45446
15101	GB01004753S	8447
17827	GB01020829S	1427
5957	GB01023839S	33731
9904	GB01011048S	18482
13232	GB01017157S	11186
1239	GB01008134S	100024
17320	GB01021022S	2459
3966	GB01017796S	45855
2149	GB01013087S	67068
255	GB01001052S	206448
7982	GB01001860S	24673
3816	GB01001527S	46958
1810	GB01000583S	75545
13062	GB01016624S	11405
15059	GB01019184S	8549
6057	GB01012720S	33193
18159	GB01021755S	998
18553	GB01023047S	453
14324	GB01018408S	9683
8409	GB01015778S	23078
16950	GB01001970S	3543
15050	GB01014017S	8554
17183	GB01001494S	2833
17020	GB01010259S	3330
3579	GB01001196S	48768
15702	GB01002349S	7161
14239	GB01020267S	9790
9193	GB01009314S	20431
2608	GB01017561S	58315
6915	GB01016129S	28985
15326	GB01014016S	7982
8370	GB01004499S	23214
4937	GB01001352S	39688
4381	GB01013081S	42923
9272	GB01008407S	20210
13993	GB01018883S	10189
15167	GB01010295S	8315
2335	GB01012354S	62374
7473	GB01012301S	26634
6312	GB01001673S	31914
8573	GB01013193S	22480
18340	GB01020821S	709
4842	GB01021550S	40215
8157	GB01010668S	23962
10331	GB01012591S	17192
10274	GB01003168S	17350
